Id,SMILES,mu
train_7736,[H]C#C[C@]1([H])[N@@H+]2[C+]([H])[NH2+]C([H])([H])[C@@]21C([H])([H])[H],1.8577
train_7737,[H]OC([H])([H])[C@]12C(=O)[C@](C([H])([H])[H])(C1([H])[H])C2([H])[H],2.9611
train_7738,[H]O[C@@]1([H])C([H])([H])[C@@]([H])(C#N)[C@@]2([H])O[C@@]12[H],5.2735
train_7739,[H]/N=C(\[H])N([H])C(=O)/C(=N/C([H])([H])[H])N([H])[H],3.5234
train_7740,[H]OC([H])([H])C([H])([H])[C@]1(C([H])=O)N([H])C1([H])[H],2.3393
train_7741,[H]C#CC(=O)N([H])C(=O)C#C[H],6.102
train_7742,[H]C([H])([H])[C@@]12C(=O)C([H])([H])[C@@]3([H])[N@@H+]1[C@@]3([H])C2([H])[H],2.4806
train_7743,[H]O[C@@]([H])(C1=NN([H])C([H])=C1[H])C([H])([H])C([H])([H])[H],3.8687
train_7744,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])C1([H])[H],1.4999
train_7745,[H]C1=C(F)N=C(F)C(F)=N1,1.1146
train_7746,[H]C1=C([H])N(C([H])([H])[H])C(N([H])[H])=C1OC([H])([H])[H],0.359
train_7747,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C(=O)N([H])[H],4.2852
train_7748,[H]C1([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]2([H])O[C@]2(C([H])([H])[H])C1([H])[H],1.7024
train_7749,[H]C#CC1([H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])[H],0.7388
train_7750,[H]C1=C2C([H])([H])[C@]([H])(OC([H])([H])[H])[C@]2([H])C([H])([H])C1([H])[H],1.2083
train_7751,[H]C([H])([H])C1(C2([H])C([H])([H])OC2([H])[H])C([H])([H])C1([H])[H],1.8517
train_7752,[H]C1=NN([C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])=N1,3.2778
train_7753,[H]C(=O)[C@]1([C@]2([H])OC2([H])[H])N([H])C1([H])[H],2.9424
train_7754,[H]C([H])([H])[C@@]1(C#N)[C@@]2([H])OC(=O)[C@]21[H],0.7059
train_7755,[H]O[C@@]1([H])[C-]([H])C([H])=C(NC([H])([H])[H])OC1([H])[H],2.5835
train_7756,[H]C([H])([H])C([H])([H])[C@@]1([H])O[C@@]1([H])C(=O)C#N,3.4783
train_7757,[H]N1C(=O)C([H])([H])[C@@]2([H])C([H])([H])[C@@]2([H])C1=O,3.3312
train_7758,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.8539
train_7759,[H][N-]C1=[N+]([H])C(=O)N([H])C(=O)N1[H],1.8273
train_7760,[H]C#CC#C[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],2.0387
train_7761,[H]OC([H])([H])C1(C([H])([H])O[H])C([H])([H])[C@@]1([H])C#N,5.9212
train_7762,[H]C1=C(N([H])[H])C(N([H])[H])=C(C([H])([H])C([H])([H])[H])N1[H],1.8172
train_7763,[H]C([H])([H])[NH+](C([H])([H])[H])C([H])(C#N)C#N,4.0421
train_7764,[H]C1([H])O[C@@]2([H])[C@]13C([H])([H])[N@@H+]1[C@]([H])(C3([H])[H])[C@@]12[H],2.3608
train_7765,[H]C#C[C@]1([H])N([H])C([H])([H])[C@]1([H])OC([H])=O,4.7493
train_7766,[H]C#CC1=NC(C([H])([H])[H])=C(C([H])([H])[H])N1[H],3.6099
train_7767,[H]OC1(C(=O)N([H])C([H])([H])[H])C([H])([H])OC1([H])[H],3.8122
train_7768,[H]O[C@@]1([H])[C@@]2([H])OC(=O)[C@@]([H])(C([H])([H])[H])[C@]21[H],3.8693
train_7769,[H]OC([H])([H])[C@]12C([H])([H])C([H])([H])[C@]3([H])C14([H])OC324[H],1.5971
train_7770,[H]N([H])C(=O)[C@@]1([H])[C@@]2([H])[C@@]3([H])C([H])([H])[C@]1([H])[C@]32[H],3.3886
train_7771,[H]O[C@]1(C([H])([H])C#N)C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H],3.2816
train_7772,[H]N([H])C1=NC(C#N)=C(N([H])[H])O1,6.1435
train_7773,[H]OC([H])([H])[C@]1([H])O[C@]1(C([H])([H])[H])C([H])([H])OC([H])([H])[H],2.3993
train_7774,[H]C([H])([H])O[C@@]1([H])C([H])([H])[C@@]2([H])OC([H])([H])[C@]1([H])O2,2.2438
train_7775,[H][N-][C@H](OC([H])=O)C([H])([H])[C@]1([H])OC1([H])[H],3.8932
train_7776,[H]OC([H])([H])[C@@]12O[C@]1(C([H])([H])[H])C([H])([H])OC2([H])[H],2.5368
train_7777,[H]OC([H])([H])C1=NC(N([H])[H])=C(N([H])[H])N1[H],1.4802
train_7778,[H]C(=O)C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],3.0155
train_7779,[H]C([H])([H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])O[C@@]1([H])C([H])([H])[H],2.332
train_7780,[H]O[C@@]1([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])[C@@]12[H],2.6401
train_7781,[H]C([H])([H])C([H])([H])[C@@]1([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]12[H],0.1742
train_7782,[H]O[C@@]1(C([H])([H])[H])[C@]2([H])C(=O)N([H])C([H])([H])[C@@]21[H],2.8132
train_7783,[H][N-]C1=C([H])C([H])=[N+]([H])C(=O)O1,4.1531
train_7784,[H]N([H])C1=NOC(C([H])([H])[H])=C1C([H])([H])[H],3.3774
train_7785,[H]N([H])C1=NN([H])C(C#N)=C1C([H])([H])[H],3.4283
train_7786,[H][N-]C1[N@H+]2C([H])([H])[C@@]2(C#N)[C@@]1([H])O[H],3.755
train_7787,[H]C([H])([H])[C@]1([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])C#N,3.4531
train_7788,[H]/N=C(\[H])N(/C(=N/C([H])([H])[H])C([H])=O)C([H])([H])[H],2.416
train_7789,[H]C1=C([H])[C@@]2([H])[C@@]([H])(C([H])([H])C([H])([H])[H])[C@@]2([H])C1([H])[H],0.1944
train_7790,[H]C1=NC(C(=O)C([H])([H])[H])=NC([H])=C1[H],4.3418
train_7791,[H]C1([H])C([H])([H])C12[C@@]1([H])[C@]3([H])C([H])([H])[C@@]1([H])[C@]23C([H])([H])[H],0.225
train_7792,[H]C1([H])O[C@@]1([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],3.1766
train_7793,[H]C1=C([H])[C@@]2([H])[C@]3([H])C45([H])OC34([H])[C@@]25C1([H])[H],1.9795
train_7794,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])[C@]([H])(C#N)C([H])([H])C([H])([H])[H],3.5083
train_7795,[H]N1N=C(C([H])([H])C([H])([H])[H])N=C1C([H])([H])[H],2.6814
train_7796,[H]C#C[C@]12O[C@H]([N-][H])[C@@]1(N([H])[H])C2([H])[H],1.6074
train_7797,[H][N-][C+]([H])O[C@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],3.199
train_7798,[H]C1=C(C([H])([H])[H])N([H])C(C#N)=C1C([H])([H])[H],4.8411
train_7799,[H]OC([H])([H])[C@]12C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C2([H])[H],1.4059
train_7800,[H][N-][C@@H]1OC([H])([H])C([H])([H])[C@]2([H])[C@]([H])(O[H])[C@]12[H],3.2098
train_7801,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]([H])(C(=O)C1([H])[H])C2([H])[H],2.8028
train_7802,[H]C#C[C@@]1([C@]([H])(C#N)N([H])[H])OC1([H])[H],2.7658
train_7803,[H]O[C@]1([H])[C@]([H])(C([H])([H])C([H])([H])[H])[C@]1(C#N)O[H],4.6963
train_7804,[H]N1[C@@]2([H])C34([H])OC23(C([H])([H])C([H])([H])[H])[C@]14[H],0.9705
train_7805,[H]C([H])([H])[C@]1([H])C(=O)C(=O)N2C([H])([H])[C@@]21[H],5.0388
train_7806,[H]O[C@@]1([H])C(=O)[C@@]([H])(OC([H])([H])[H])C1([H])[H],2.061
train_7807,[H]C(=O)C1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],2.8065
train_7808,[H]C([H])([H])[C@]12OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])C1([H])[H])C2([H])[H],1.4996
train_7809,[H][C+]1[NH2+][C@@]2(C([H])([H])O1)C([H])([H])[C@]2([H])C#N,3.161
train_7810,[H]O[C@@]1([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]2(O[H])C([H])([H])[C@@]12[H],2.7958
train_7811,[H]O[C@@]1([H])C([H])([H])[C@]12[N@H+]1C([H])([H])[C@]2([H])C1([H])[H],2.3368
train_7812,[H]C1=C([H])C([C@@]2(C([H])([H])[H])OC2([H])[H])=C([H])O1,1.4255
train_7813,[H]N1[C@]2([H])[C@@H]3[NH2+]C([H])([H])[C@@]4([H])[N@@H+]3[C@@]4([H])[C@]12[H],2.543
train_7814,[H]C1=C([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],0.2392
train_7815,[H]C([H])([H])C1(C([H])([H])[H])O[C@]([H])(C([H])([H])C([H])([H])[H])[C@]1([H])C([H])([H])[H],1.5875
train_7816,[H]C#C[C@]1([H])C([H])=C([H])[C@]([H])(C([H])([H])[H])[C@]1([H])O[H],1.3785
train_7817,[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1(C([H])([H])[H])OC1([H])[H],1.7246
train_7818,[H]ONC1C([H])([H])[C@@]2([H])O[C@@]2([H])[C@@]1([H])O[H],2.0947
train_7819,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])OC([H])=O,4.1488
train_7820,[H]O[C@@]1([H])C([H])([H])[N@@H+]2[C@@]3([H])C([H])([H])[C@]2([H])[C@@]13O[H],2.3899
train_7821,[H]O[C@@]12C([H])([H])[C@@]3([H])N([H])[C@]1(C([H])=O)[C@]32[H],3.2274
train_7822,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])[C@]1([H])[C@@]1([H])C([H])([H])[C@@]21[H],1.6729
train_7823,[H]OC([H])([H])C1(C([H])([H])O[H])C([H])([H])O[C@]1([H])C([H])([H])[H],3.5473
train_7824,[H]/C1=C([H])/C([H])=C([H])\C([H])=C(\[H])N([H])C1=O,3.1925
train_7825,[H]C1=C([H])N([H])C([H])=C1N(=O)=O,6.3043
train_7826,[H]C1=C2C(=NO1)C([H])([H])/C(C([H])([H])[H])=C\2[H],3.6022
train_7827,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]([H])(O[H])[C@@]12O[H],2.6266
train_7828,[H]OC([H])([H])[C@]1([H])OC([H])([H])[C@]([H])(O[H])C1([H])[H],3.5125
train_7829,[H]C1=C(C([H])([H])[H])N(C([H])([H])[H])C(C([H])([H])[H])=C1[H],2.0121
train_7830,[H]C(=O)N(C([H])([H])[H])C([H])(C#N)C#N,1.2131
train_7831,[H][N-]C1O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C1([H])[H],3.3554
train_7832,[H]C([H])([H])C(=O)C(=O)C#CC([H])([H])C([H])([H])[H],1.7348
train_7833,[H]C1=NC(OC([H])([H])[H])=C(F)C([H])=N1,1.7008
train_7834,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])C([H])=O)[C@@]1([H])C([H])=O,3.275
train_7835,[H]C([H])([H])[C@@]12O[C@@]([H])(C([H])([H])O[C@]1([H])C([H])([H])[H])C2([H])[H],1.2727
train_7836,[H]C1=C([H])C2=C(N1)/C([H])=N\[C+]([H])O2,2.4469
train_7837,[H]C1([H])[N@@H+]2C([H])([H])[C@]3([H])O[C@@]1([H])[C@]3([H])[C@]2([H])C([H])([H])[H],1.6397
train_7838,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],2.0803
train_7839,[H]O/N=C(\C([H])([H])[H])C([H])([H])O[C+]([H])[NH2+]C([H])([H])[H],2.4797
train_7840,[H]C([H])([H])OC([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],1.7891
train_7841,[H]OC1=C([H])OC(C(=O)C([H])([H])[H])=N1,2.7918
train_7842,[H]C1([H])O[C@]2(C([H])([H])[N@@H+]3C([H])([H])[C@@]32[H])C1([H])[H],2.8747
train_7843,[H]C1=NN(C([H])([H])[H])C([H])=C1C(=O)C([H])([H])[H],2.3027
train_7844,[H]C#CC([H])([H])C(=O)C#CC([H])([H])[H],3.877
train_7845,[H]OC1=NC([H])=C(F)C([H])=C1[H],0.5959
train_7846,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])[C@@]3([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]23[H],1.6272
train_7847,[H]C([H])([H])[C@]1([H])O[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H],1.3101
train_7848,[H]N([H])[C@]1([H])[C@]([H])(C#N)[N@@H+]2C([H])([H])[C@@]21[H],2.8492
train_7849,[H]O[C@@]1([H])C([H])([H])[C@]1(OC([H])=O)C([H])=O,1.2658
train_7850,[H]C(=O)OC([H])([H])C(=O)C([H])([H])[H],5.8203
train_7851,[H]OC([H])(C1([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],1.5444
train_7852,[H]C1([H])O[C@]12[C@]1([H])OC([H])([H])[C@@]2([H])C([H])([H])O1,2.6848
train_7853,[H]C#C[C@]12[N@@H+](C([H])([H])[H])C([H])([H])[C@@]1(O[H])C2([H])[H],2.1282
train_7854,[H]C(=O)[C@@]12O[C@@]3([H])C([H])([H])O[C@]1([H])[C@@]23[H],3.2318
train_7855,[H]OC([H])([H])C([H])(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H],3.2832
train_7856,[H]C(=O)C([H])([H])[C@@]1([H])[C@@]([H])(OC([H])([H])[H])[C@@]1([H])C([H])([H])[H],4.0033
train_7857,[H][N-]C(OC([H])([H])C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],1.1238
train_7858,[H]N1[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(C3([H])[H])[C@@]12C#N,3.5159
train_7859,[H]O[C@]12C([H])([H])C([H])=C([H])[C@@]1([H])[C@@]2([H])C([H])=O,2.6119
train_7860,[H][N-]C1OC([H])([H])[C@]1([H])[C@]([H])(C#N)N([H])[H],3.1343
train_7861,[H]ON[C@@H]1C([H])([H])C(=O)[C@@]([H])(C([H])([H])[H])C1([H])[H],2.0229
train_7862,[H]O[C@@]1([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])[C@@]12[H],3.0279
train_7863,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]12OC2([H])[H],1.7437
train_7864,[H]C([H])([H])[C@]1([H])[C@@]2(C#N)[C@@]3([H])[C@]1([H])C([H])([H])[C@@]23[H],4.5071
train_7865,[H]C#CC([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.9231
train_7866,[H]OC([H])([H])C1=C(C([H])([H])[H])C([H])=NO1,2.1127
train_7867,[H]C(=O)N([H])C1=C([H])OC([H])=N1,2.1054
train_7868,[H]O[C@]12[C@@]3([H])[C@]4([H])[C@]([H])([C@]31[H])[C@@]42C([H])([H])[H],1.3518
train_7869,[H]OC([H])([H])[C@@]1([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]2([H])[C@@]31O[H],2.0785
train_7870,[H]C1=C([H])C(C([H])([H])[H])=C(C([H])([H])C#N)O1,4.3456
train_7871,[H]OC([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])O[H],5.3816
train_7872,[H]OC([H])([H])C([H])([H])[NH2+][C+]([H])OC(=O)N([H])[H],3.3102
train_7873,[H]C1=C(OC([H])([H])[H])C(C([H])([H])[H])=NO1,3.5602
train_7874,[H]C1([H])O[C@@]2([H])C([H])([H])[C@]1([H])C([H])([H])O[C@]2([H])C([H])([H])[H],2.0683
train_7875,[H]C#C[C@]1([H])OC([H])([H])C([H])([H])C([H])([H])[C@]1([H])O[H],1.9103
train_7876,[H]C1=NON=C1C1(C([H])([H])[H])C([H])([H])C1([H])[H],3.8613
train_7877,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0618
train_7878,[H]C1=C(C([H])([H])[H])N=NN1C([H])([H])C#N,3.0809
train_7879,[H]OC([H])([H])[C@@]1([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])C([H])=C([H])[C@@]12[H],1.7973
train_7880,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]1([H])C([H])([H])[C@]23[H],0.0414
train_7881,[H]C#CC([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])[H],3.0845
train_7882,[H]O[C@@]1([H])[C@]2([H])C([H])([H])C(=O)C([H])([H])[C@@]1([H])C2([H])[H],2.7254
train_7883,[H]C1=C([H])[C@]2(OC(=O)C2([H])[H])C([H])([H])C1([H])[H],4.6212
train_7884,[H]O[C@@](C#CC([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],1.7794
train_7885,[H]C1=C(C([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C1([H])[H],4.38
train_7886,[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[H],1.2401
train_7887,[H]O[C@]12C([H])([H])[N@@H+]3[C@@]1([H])C1(C([H])([H])C1([H])[H])[C@@]32[H],1.7
train_7888,[H]C(=O)[C@@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],3.5809
train_7889,[H]OC1=C(C(=O)C([H])([H])[H])C([H])=C([H])N1[H],3.1573
train_7890,[H]O[C@]12C([H])([H])C([H])=C(C([H])([H])[H])[C@]([H])(C1([H])[H])C2([H])[H],1.2866
train_7891,[H]C#CC([H])([H])C([N-][H])OC([H])=O,1.3873
train_7892,[H]C(=O)C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],1.8162
train_7893,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C#N,4.3378
train_7894,[H]OC([H])([H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],1.2834
train_7895,[H]N1[C@]2([H])C(=O)[C@]3([H])[C@@]1([H])C([H])([H])O[C@]23[H],2.8742
train_7896,[H]C#CC1=C([H])N(C([H])([H])[H])C([H])=C1N([H])[H],2.6716
train_7897,[H]C#C[C@]([H])(C#N)C([H])([H])[C@]1([H])OC1([H])[H],5.3092
train_7898,[H]C([H])([H])C([H])([H])C#CC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.1599
train_7899,[H]OC([H])([H])[C@@]1(C([H])([H])[H])C(=O)N([H])[C@]1([H])C([H])([H])[H],4.2783
train_7900,[H]N1[C@]2([H])C([H])([H])[C@@]3(O[C@]3([H])C([H])([H])[H])[C@]12C([H])([H])[H],1.2135
train_7901,[H]OC([H])([H])[C@@]([H])(C1([H])C([H])([H])C1([H])[H])[C@]([H])(O[H])C([H])([H])[H],2.5295
train_7902,[H][N-]C1O[C@@]2(C([H])([H])O[H])[C@@]([H])(C([H])([H])[H])[C@@]12[H],3.06
train_7903,[H]N1C([H])([H])[C@@]2([H])O[C@@]2([H])[C@@]1(C#N)C([H])([H])[H],1.8224
train_7904,[H]OC([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1.2867
train_7905,[H][N-]C1=C([H])[C+]([H])N([H])C([H])([H])C(=O)O1,4.8823
train_7906,[H][C+]1[NH2+]C2(C([NH2+]C([H])([H])[H])N1[H])C([H])([H])C2([H])[H],2.767
train_7907,[H][N-]C1OC([H])=NN(C([H])([H])[H])C1=O,3.7351
train_7908,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[H],1.3998
train_7909,[H]C#C[C@]1([H])C([H])([H])[C@]1([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.7458
train_7910,[H]C1([H])C([H])([H])[C@]2([H])[C@@]3([H])[N@H+]4[C@]2([H])[C@@]4([H])[C@]1([H])C3([H])[H],1.8401
train_7911,[H]/C1=C(\[H])C([H])([H])[C@]([H])(C([H])([H])[H])/C([H])=C(/[H])C([H])([H])C1([H])[H],0.1199
train_7912,[H]C#C[C@]1([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)N([H])[H],2.9322
train_7913,[H]OC([H])([H])[C@]12C([H])([H])[C@@]1([H])[C@]1([H])[N@H+](C([H])([H])[H])[C@@]12[H],0.622
train_7914,[H]C#CC1=NC(N([H])C([H])([H])[H])=C([H])N1[H],2.8892
train_7915,[H]O[C@]([H])(C([H])([H])[H])[C@]1([H])C(C([H])([H])[H])=C([H])C([H])([H])C1([H])[H],1.3841
train_7916,[H][N-]C1N=C([H])ON[CH+]1C([H])=O,3.3674
train_7917,[H]C1([H])O[C@@]2([H])O[C@]3([H])C([H])([H])[C@]3(C1([H])[H])C2([H])[H],2.2559
train_7918,[H]O[C@@]([H])(C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],1.7382
train_7919,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])[C@@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],1.3862
train_7920,[H]N([H])C1=NN(C2([H])C([H])([H])C2([H])[H])N=N1,2.3738
train_7921,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])OC1([H])[H],1.7356
train_7922,[H]C(=O)[C@@]12C(=O)C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])[H],3.0814
train_7923,[H]C(=O)OC1=C([H])C(N([H])[H])=NN1[H],2.2131
train_7924,[H]C#C[C@]1([H])C([H])([H])[C@]2(C([H])([H])[H])N([H])[C@]12[H],1.384
train_7925,[H]C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])[C@]1([H])[C@]2([H])OC([H])([H])C([H])([H])[H],0.9259
train_7926,[H]C1([H])OC([H])([H])C([H])([C@]2([H])OC2([H])[H])C([H])([H])O1,2.18
train_7927,[H]C([H])([H])OC([H])([H])[C@@]12O[C@]1([H])C([H])([H])C([H])([H])C2([H])[H],2.3245
train_7928,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1(C([H])([H])OC([H])([H])[H])C2([H])[H],2.6744
train_7929,[H]O[C@]1([H])C(=O)C(=O)[C@]([H])(O[H])C1([H])[H],1.8592
train_7930,[H]O[C@]1([H])[C@]2([H])O[C@@]3([H])O[C@]2([H])[C@]1([H])C3([H])[H],0.9743
train_7931,[H]C#C[C@]1(C([H])([H])[H])OC([H])([H])OC1=O,2.7045
train_7932,[H]O[C@](C([H])=O)(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H],3.182
train_7933,[H]C1=C([H])[C@@]2([H])[N@@H+]3[C@@]4([H])C([H])([H])[C@@]13[C@]42[H],1.6314
train_7934,[H]C1=C([H])[C@@]2([H])O[C@@]3([H])[C@]1(C#N)[C@@]23[H],3.752
train_7935,[H]C(=O)[C@@]12O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[H],3.8635
train_7936,[H]OC([H])([H])C1=C([H])[C@@]2([H])C([H])([H])[C@@]2([H])OC1([H])[H],1.4936
train_7937,[H]C([H])([H])C(=O)C1([H])C([H])([H])OC1([H])[H],3.3177
train_7938,[H]O[C@]1([H])[C@]([H])(O[H])[C@]1(C#N)C([H])=O,1.7096
train_7939,[H]/N=C(\N([H])C1=NON=N1)C([H])([H])[H],3.3964
train_7940,[H]C([H])([H])[C@]12C([H])([H])[N@@H+]3[C@@]1([H])C([H])([H])[C@]3([H])[C@]2([H])C([H])([H])[H],1.725
train_7941,[H]N([H])C(=O)N(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],3.5297
train_7942,[H]N1[C@@]([H])(C#N)[C@@]2(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]12[H],4.9739
train_7943,[H]OC1=NOC2=C1N([H])C([H])([H])C2([H])[H],2.713
train_7944,[H]C(=O)[C@@]12C(=O)C([H])=C([H])[C@]1([H])C2([H])[H],3.6994
train_7945,[H]C#C[C@@]1([H])C([H])([H])C(=O)N([H])C([H])([H])C1([H])[H],3.667
train_7946,[H]O[C@@]12C([H])([H])[C@]1([H])N([H])[C@]2([H])C(=O)C([H])([H])[H],3.0509
train_7947,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H],1.5546
train_7948,[H][N-]C1=NC([H])=C(/[N+]([H])=C(\[H])N([H])[H])O1,7.5528
train_7949,[H]O[C@@]([H])(C#CC([H])([H])OC([H])=O)C([H])([H])[H],4.7461
train_7950,[H]C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]([H])([C@]2([H])OC2([H])[H])C1([H])[H],1.6552
train_7951,[H]C(=O)N([H])C([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])C([H])([H])[H],3.6542
train_7952,[H][N-][C+]([H])O[C@]1([H])[C@]2([H])O[C@@]1([H])C2=O,3.1124
train_7953,[H]O[C@]1(C(=O)C([H])=O)C([H])([H])[C@]1([H])C([H])([H])[H],0.5771
train_7954,[H]N([H])C([H])([H])[C@]1(C#N)N([H])C1([H])[H],6.0077
train_7955,[H]C1([H])N2C(=O)C([H])([H])[C@@]([H])(C#N)[C@]21[H],1.6008
train_7956,[H]C([H])([H])C#CC([H])([H])OC([NH2+]C([H])([H])[H])C([H])([H])[H],0.8138
train_7957,[H][N-]C1OC(C([H])([H])[H])=C([H])N([H])C1=O,5.7748
train_7958,[H]O[C@]1(C([H])([H])C([H])([H])[H])[C@@]2([H])[C@]3([H])[N@@H+](C3([H])[H])[C@]21[H],1.5341
train_7959,[H]O[C@@]([H])(C1=C([H])N([H])C([H])=C1[H])C([H])([H])[H],2.5887
train_7960,[H]C#C[C@]12O[C@@]1([H])[C@H](NO[H])C2([H])[H],1.7835
train_7961,[H]O[C@@]1([H])C([H])([H])O[C@@]12C([H])([H])[C@@]2([H])C#N,2.1836
train_7962,[H]O[C@@]12C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])C([H])([H])C([H])([H])[H],1.3071
train_7963,[H]C#C[C@](O[H])(C([H])=O)C([H])([H])O[H],1.4739
train_7964,[H]C(=O)C1=C(N([H])C([H])([H])[H])C([H])=NO1,6.7064
train_7965,[H]N1[C@]2([H])C([H])([H])[C@]([NH+]3C([H])([H])C3([H])[H])(C([H])([H])[H])[C@]12[H],0.9212
train_7966,[H]O/N=C(\C([H])([H])[H])C([H])([H])N([H])C([H])([H])C#N,3.0087
train_7967,[H]OC([H])([H])C1=C([H])C([H])([H])[C@@]2(C([H])([H])[H])C([H])([H])[C@@]12[H],1.4345
train_7968,[H]C1([H])C([H])([H])C([H])(C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])C1([H])[H],0.1804
